1,64,-6.3,79,79,0.99
2,64,-6.3,81,160,0.99
3,64,-6.3,101,261,0.99
4,64,-6.3,30,291,0.99
5,64,-6.3,52,343,0.99
6,64,-6.3,42,385,0.99
7,64,-6.3,104,489,0.99
8,64,-6.3,109,598,0.99
9,64,-6.3,125,723,0.99
10,64,-6.3,72,795,0.99
11,64,-6.3,65,860,0.99
12,64,-6.3,85,945,0.99
13,64,-6.3,80,1025,0.99
14,64,-6.3,59,1084,0.99
15,64,-6.3,131,1215,0.99
16,64,-6.3,79,1294,0.99
17,64,-6.3,78,1372,0.99
18,64,-6.3,89,1461,0.99
19,64,-6.3,102,1563,0.99
20,64,-6.3,106,1669,0.99
21,64,-6.3,102,1771,0.99
22,64,-6.3,78,1849,0.99
23,64,-6.3,67,1916,0.99
24,64,-6.3,67,1983,0.99
25,32,-3.1,71,2054,0.99
26,63,-6.2,75,2129,0.99
27,20,-1.9,75,2204,0.99
28,17,-1.6,79,2283,0.99
29,26,-2.5,81,2364,0.99
30,25,-2.4,87,2451,0.99
31,26,-2.5,88,2539,0.99
32,24,-6.1,89,2628,0.99
33,19,-2.7,92,2720,0.99
34,26,-2.5,94,2814,0.99
35,16,-3.4,97,2911,0.99
36,22,-2.1,99,3010,0.99
37,20,-2.8,102,3112,0.99
38,17,-1.6,106,3218,0.99
39,18,-1.7,107,3325,0.99
40,21,-2,111,3436,0.99
41,20,-1.9,119,3555,0.99
42,30,-6.7,118,3673,0.99
43,22,-2.1,120,3793,0.99
44,20,-2.8,120,3913,0.99
45,17,-2.5,123,4036,0.99
46,21,-2,127,4163,0.99
47,25,-3.3,130,4293,0.99
48,17,-1.6,133,4426,0.99
49,21,-2.9,141,4567,0.99
50,22,-2.1,136,4703,0.99
1,64,-7.2,131,131,0.9
2,64,-6.3,53,184,0.9
3,64,-6.3,94,278,0.9
4,64,-6.3,40,318,0.9
5,64,-6.3,44,362,0.9
6,64,-6.3,73,435,0.9
7,64,-6.3,70,505,0.9
8,64,-6.3,132,637,0.9
9,64,-6.3,119,756,0.9
10,64,-6.3,167,923,0.9
11,64,-6.3,211,1134,0.9
12,64,-6.3,118,1252,0.9
13,64,-6.3,61,1313,0.9
14,64,-6.3,192,1505,0.9
15,64,-6.3,108,1613,0.9
16,64,-6.3,65,1678,0.9
17,64,-6.3,59,1737,0.9
18,64,-6.3,58,1795,0.9
19,64,-6.3,60,1855,0.9
20,64,-6.3,64,1919,0.9
21,64,-6.3,99,2018,0.9
22,64,-6.3,108,2126,0.9
23,64,-6.3,70,2196,0.9
24,64,-6.3,72,2268,0.9
25,64,-6.3,72,2340,0.9
26,64,-6.3,76,2416,0.9
27,64,-6.3,79,2495,0.9
28,64,-6.3,82,2577,0.9
29,64,-6.3,84,2661,0.9
30,64,-6.3,121,2782,0.9
31,64,-6.3,144,2926,0.9
32,64,-6.3,110,3036,0.9
33,64,-6.3,100,3136,0.9
34,64,-6.3,96,3232,0.9
35,64,-6.3,101,3333,0.9
36,64,-6.3,105,3438,0.9
37,64,-6.3,104,3542,0.9
38,64,-6.3,108,3650,0.9
39,64,-6.3,109,3759,0.9
40,64,-6.3,116,3875,0.9
41,64,-6.3,116,3991,0.9
42,64,-6.3,129,4120,0.9
43,64,-6.3,125,4245,0.9
44,51,-5,135,4380,0.9
45,64,-6.3,122,4502,0.9
46,64,-6.3,182,4684,0.9
47,64,-6.3,137,4821,0.9
48,64,-6.3,122,4943,0.9
49,64,-6.3,131,5074,0.9
50,64,-6.3,123,5197,0.9
1,64,-6.3,106,106,0.75
2,64,-6.3,31,137,0.75
3,64,-6.3,69,206,0.75
4,64,-6.3,44,250,0.75
5,64,-6.3,57,307,0.75
6,64,-6.3,61,368,0.75
7,64,-6.3,84,452,0.75
8,64,-6.3,139,591,0.75
9,64,-6.3,74,665,0.75
10,64,-6.3,184,849,0.75
11,64,-6.3,136,985,0.75
12,64,-6.3,231,1216,0.75
13,64,-6.3,188,1404,0.75
14,64,-6.3,109,1513,0.75
15,64,-6.3,94,1607,0.75
16,64,-6.3,52,1659,0.75
17,64,-6.3,59,1718,0.75
18,64,-6.3,57,1775,0.75
19,64,-6.3,61,1836,0.75
20,64,-6.3,81,1917,0.75
21,64,-6.3,84,2001,0.75
22,64,-6.3,70,2071,0.75
23,64,-6.3,50,2121,0.75
24,64,-6.3,51,2172,0.75
25,64,-6.3,52,2224,0.75
26,64,-6.3,51,2275,0.75
27,64,-6.3,56,2331,0.75
28,64,-6.3,52,2383,0.75
29,64,-6.3,55,2438,0.75
30,64,-6.3,50,2488,0.75
31,64,-6.3,50,2538,0.75
32,64,-6.3,53,2591,0.75
33,64,-6.3,73,2664,0.75
34,64,-6.3,83,2747,0.75
35,64,-6.3,85,2832,0.75
36,64,-6.3,83,2915,0.75
37,64,-6.3,86,3001,0.75
38,64,-6.3,82,3083,0.75
39,64,-6.3,50,3133,0.75
40,64,-6.3,50,3183,0.75
41,64,-6.3,51,3234,0.75
42,64,-6.3,54,3288,0.75
43,64,-6.3,54,3342,0.75
44,64,-6.3,51,3393,0.75
45,64,-6.3,51,3444,0.75
46,64,-6.3,55,3499,0.75
47,64,-6.3,51,3550,0.75
48,64,-6.3,50,3600,0.75
49,64,-6.3,53,3653,0.75
50,64,-6.3,53,3706,0.75
